"school" "mathscore" "stu_ses"
"241" 12 64.69 -0.863514964741495
"242" 12 38.45 -0.59565941113027
"243" 12 32.06 0.448977247953506
"244" 12 41.42 0.676654468523047
"245" 12 79.01 1.68111279456514
"246" 12 47.2 -1.1715488513944
"247" 12 41.93 -0.689408854894199
"248" 12 68.93 2.13646723570422
"249" 12 67.64 1.0382594658982
"250" 12 53.5 -0.903693297783179
"251" 12 34.03 -0.0867338592689433
"252" 12 45.83 -1.38583329428338
"253" 12 51.62 -1.21172718443609
"254" 13 49.08 0.730225579245292
"255" 13 63.32 0.716832801564731
"256" 13 45.7 -0.314411079838484
"257" 13 50.52 2.08289612498198
"258" 13 54.41 1.35968613023167
"259" 13 46.11 0.70344002388417
"260" 13 46.81 1.46682835167616
"261" 13 55.59 0.569512247078557
"262" 13 41.36 0.0605866952172304
"263" 13 63.6 -0.0197699708661371
"264" 13 51.93 -1.11797774067216
"265" 13 35.46 2.20343112410703
"266" 13 59.07 0.301656693467333
"267" 13 53.82 0.529333914036874
"268" 13 37.53 -1.22511996211665
"269" 13 48.66 -0.0867338592689433
"270" 13 57.47 -0.367982190560729
"271" 13 33.41 0.502548358675751
"272" 13 45.55 0.154336138981159
"273" 14 53.66 -1.42601162732507
"274" 14 63.85 1.05165224357876
"275" 14 50.86 0.0338011398561079
"276" 14 65.24 -0.394767745921852
"277" 14 74.73 1.9355755704958
"278" 14 56.98 1.11861613198157
"279" 14 47.92 0.81058224532866
"280" 14 52.15 1.34629335255111
"281" 14 51.38 0.663261690842486
"282" 14 72.17 1.02486668821764
"283" 14 45.71 0.663261690842486
"284" 14 61.74 1.61414890616233
"285" 14 55.51 0.341835026509016
"286" 14 62.97 0.261478360425649
"287" 14 63.22 0.288263915786771
"288" 14 59.2 0.864153356050905
"289" 14 64.09 0.81058224532866
"290" 14 55.36 2.24360945714871
"291" 15 64.33 1.25254390878718
"292" 15 41.46 -0.38137496824129
"293" 15 64.61 1.30611501950943
"294" 15 61.06 -0.0465555262272595
"295" 15 51.38 1.17218724270381
"296" 15 52.42 0.301656693467333
"297" 15 53.56 -0.622444966491393
"298" 15 45.25 -1.14476329603328
"299" 15 54.74 0.154336138981159
"300" 15 61.15 0.609690580120241
"301" 15 72.08 1.90879001513468
"302" 15 55.13 0.27487113810621
"303" 16 48.18 0.957902799814833
"304" 16 56.3 1.29272224182886
"305" 16 60.36 0.716832801564731
"306" 16 64.65 0.93111724445371
"307" 16 62.42 0.984688355175956
"308" 16 50.32 0.355227804189578
"309" 16 57.32 -0.515302745046903
"310" 16 57.96 0.261478360425649
"311" 16 52.73 0.864153356050905
"312" 16 54.95 0.462370025634068
"313" 16 60.49 0.690047246203609
"314" 16 43.01 1.26593668646774
"315" 16 60.25 1.46682835167616
"316" 16 50.76 1.70789834992626
"317" 16 64.58 0.194514472022843
"318" 16 47.55 -0.448338856644097
"319" 16 53.35 1.66772001688458
"320" 16 55.9 0.301656693467333
"321" 16 64.38 2.1096816803431
"322" 16 62.8 0.93111724445371
"323" 16 60.49 2.36414445627376
"324" 16 53.81 1.70789834992626
"325" 16 33.85 1.46682835167616
"326" 17 47.51 -0.394767745921852
"327" 17 35.25 -0.970657186185985
"328" 17 36.51 1.48022112935672
"329" 17 37.49 -0.79655107633869
"330" 17 41.33 -0.461731634324658
"331" 17 27.09 0.649868913161925
"332" 17 40.31 -1.05101385226935
"333" 18 50 1.44004279631504
"334" 18 69.18 1.49361390703728
"335" 18 57.08 0.422191692592384
"336" 18 58.62 0.623083357800802
"337" 18 52.35 -0.421553301282974
"338" 18 43.85 -0.421553301282974
"339" 18 38.6 0.114157805939475
"340" 18 44.71 -0.38137496824129
"341" 18 54.67 -0.180483303032872
"342" 18 56.13 1.4534355739956
"343" 18 37.27 -0.555481078088587
"344" 18 45.1 0.971295577495395
"345" 18 57.79 0.569512247078557
"346" 18 41 -1.06440662994991
"347" 19 47.34 -0.0331627485466983
"348" 19 29.54 -1.49297551572787
"349" 19 52.91 0.435584470272945
"350" 19 51.36 -0.287625524477362
"351" 19 33.92 -0.434946078963535
"352" 19 36.91 1.05165224357876
"353" 19 44.53 0.676654468523047
"354" 19 56.28 1.49361390703728
"355" 19 50.14 0.569512247078557
"356" 19 37.72 1.10522335430101
"357" 19 52.18 -1.54654662645012
"358" 19 28.26 -0.180483303032872
"359" 20 61.95 0.328442248828455
"360" 20 62.39 -0.649230521852515
"361" 20 50.35 0.194514472022843
"362" 20 42.87 0.502548358675751
"363" 20 33.17 -0.247447191435678
"364" 20 53.31 0.81058224532866
"365" 20 31.59 0.904331689092588
"366" 20 50.33 0.823975023009221
"367" 20 29.94 0.234692805064526
"368" 20 47.93 -0.421553301282974
"369" 20 46.02 0.0338011398561079
"370" 20 51.61 -0.689408854894199
"371" 20 50.06 -0.234054413755117
"372" 20 39.9 0.408798914911823
"373" 20 47.67 -0.354589412880168
"374" 20 47.89 -0.542088300408025
"375" 20 48.23 -0.421553301282974
"376" 20 45.02 -0.207268858393994
"377" 20 36.33 1.35968613023167
"378" 20 40.69 -0.662623299533076
"379" 21 55.84 1.90879001513468
"380" 21 44.34 1.2793294641483
"381" 21 41.06 -0.220661636074556
"382" 21 55.06 -1.29208385051945
"383" 21 56.05 0.542726691717435
"384" 21 55.66 1.44004279631504
"385" 21 44.44 0.301656693467333
"386" 21 59.63 0.448977247953506
"387" 21 60.78 1.6275416838429
"388" 21 42.84 1.10522335430101
"389" 21 54.13 -0.957264408505424
"390" 21 60.07 1.58736335080121
"391" 21 50.73 0.100765028258914
"392" 21 36.07 0.181121694342282
"393" 21 43.85 0.3820133595507
"394" 22 56.5 1.11861613198157
"395" 22 60.1 2.1096816803431
"396" 22 59.46 -0.943871630824863
"397" 22 49.95 -1.27869107283889
"398" 22 46.1 -0.193876080713433
"399" 22 64.68 0.797189467648099
"400" 22 30.95 -0.073341081588382
"401" 22 47.95 -0.434946078963535
"402" 22 40.74 0.100765028258914
"403" 22 61.53 1.46682835167616
"404" 22 40.16 -0.38137496824129
"405" 22 40.33 1.38647168559279
"406" 22 46.7 -0.0063771931855758
"407" 22 40.64 -0.287625524477362
"408" 22 48.21 1.25254390878718
"409" 22 59.07 0.529333914036874
"410" 22 53.81 1.60075612848177
"411" 22 35.9 -1.30547662820002
"412" 22 32.13 0.3820133595507
"413" 22 51.67 -0.341196635199607
"414" 22 55.1 1.2123655757455
"415" 22 46.63 -0.073341081588382
"416" 22 50.33 -0.073341081588382
"417" 22 31.09 -0.876907742422056
"418" 23 52.33 0.140943361300598
"419" 23 35.94 -0.542088300408025
"420" 23 48.13 0.0338011398561079
"421" 23 48.31 0.27487113810621
"422" 23 63.37 2.31057334555152
"423" 23 53.66 0.797189467648099
"424" 23 65.18 1.57397057312065
"425" 23 48.21 -0.421553301282974
"426" 23 44.47 0.368620581870139
"427" 23 44.97 0.0739794728977916
"428" 23 68.85 0.823975023009221
"429" 23 45.95 0.623083357800802
"430" 23 55.01 0.529333914036874
"431" 23 53.52 1.78825501600963
"432" 24 36.85 0.100765028258914
"433" 24 37.33 0.114157805939475
"434" 24 45.89 0.730225579245292
"435" 24 47.74 0.81058224532866
"436" 24 62.68 0.515941136356312
"437" 24 57.83 -1.19833440675553
"438" 24 33.14 -2.18939995511706
"439" 24 26.73 -0.421553301282974
"440" 24 32.41 0.00701558449498541
"441" 24 49.68 1.22575835342606
"442" 24 50.72 0.194514472022843
"443" 24 53.03 0.59629780243968
"444" 24 49.08 1.44004279631504
"445" 24 51.83 0.288263915786771
"446" 24 48.34 0.636476135481364
"447" 24 46.94 -0.48851718968578
"448" 24 56.26 1.46682835167616
"449" 24 38.38 -0.970657186185985
"450" 24 39.84 -0.957264408505424
"451" 24 46.22 -0.314411079838484
"452" 25 42.9 -1.09119218531104
"453" 25 48.89 0.462370025634068
"454" 25 52.65 1.19897279806494
"455" 25 43.33 -1.30547662820002
"456" 25 26.33 0.462370025634068
"457" 25 55.05 -0.153697747671749
"458" 25 32.43 -0.783158298658128
"459" 25 54.12 -0.0465555262272595
"460" 25 41.91 -0.421553301282974
"461" 25 48.47 1.6945055722457
"462" 25 58.24 -0.274232746796801
"463" 25 59.8 0.315049471147894
"464" 25 35.43 -1.22511996211665
"465" 25 39.51 0.556119469397996
"466" 25 55.59 0.70344002388417
"467" 25 38.48 -0.689408854894199
"468" 25 38.27 -0.957264408505424
"469" 25 41.68 -1.07779940763047
"470" 25 38.66 -0.528695522727464
"471" 26 51.03 -1.1045849629916
"472" 26 26.07 -0.930478853144301
"473" 26 47.08 -0.689408854894199
"474" 26 43.41 -0.207268858393994
"475" 26 50.69 -1.22511996211665
"476" 26 46.07 1.2793294641483
"477" 26 50.94 0.448977247953506
"478" 26 39.71 -1.1045849629916
"479" 26 42.96 0.797189467648099
"480" 26 40.73 -0.823336631699811
"481" 26 54.64 -0.193876080713433
"482" 26 46.59 -0.394767745921852
"483" 26 58.86 2.17664556874591
"484" 26 42.51 0.0605866952172304
"485" 26 39.88 -0.100126636949505
"486" 26 55.37 0.288263915786771
"487" 26 45.78 0.315049471147894
"488" 26 42.42 -0.0465555262272595
"489" 26 54.48 -0.408160523602413
"490" 26 57.12 0.890938911412027
"491" 26 62.45 1.02486668821764
"492" 26 34.02 0.890938911412027
"493" 26 50.25 1.61414890616233
"494" 26 45.87 -0.461731634324658
"495" 26 29.29 -0.997442741547107
"496" 26 32.75 1.44004279631504
"497" 26 51.69 -0.729587187935883
"498" 26 52.64 -1.06440662994991
"499" 26 50.24 0.556119469397996
"500" 26 52.85 -0.957264408505424
"501" 27 69.02 1.10522335430101
"502" 27 44.67 -0.48851718968578
"503" 27 39.38 -0.126912192310627
"504" 27 41.27 -0.957264408505424
"505" 27 43.9 -0.126912192310627
"506" 27 44.08 0.690047246203609
"507" 27 23.71 -1.30547662820002
"508" 27 35.95 0.48915558099519
"509" 27 51.23 -0.515302745046903
"510" 27 28.43 -1.77422384701966
"511" 27 52.74 0.408798914911823
"512" 27 46.96 0.556119469397996
"513" 28 52.52 0.301656693467333
"514" 28 55.59 1.53379224007897
"515" 28 72.27 1.42665001863448
"516" 28 50.47 2.19003834642647
"517" 28 54.91 1.56057779544009
"518" 28 61.6 1.2793294641483
"519" 28 28.34 -0.662623299533076
"520" 28 47.49 -0.783158298658128
"521" 28 66.12 1.42665001863448
"522" 28 35.97 1.90879001513468
"523" 28 31.54 -1.06440662994991
"524" 28 58.87 0.890938911412027
"525" 28 50.02 1.15879446502325
"526" 28 46.9 -0.38137496824129
"527" 28 51.75 0.716832801564731
"528" 28 55.08 0.0204083621755467
"529" 28 46.69 0.3820133595507
"530" 28 57.64 2.36414445627376
"531" 28 57.8 2.19003834642647
"532" 28 51.95 0.944510022134272
"533" 28 56.83 1.68111279456514
"534" 28 49.12 1.44004279631504
"535" 29 58.61 0.797189467648099
"536" 29 50.49 0.408798914911823
"537" 29 52.13 1.6945055722457
"538" 29 66.68 0.730225579245292
"539" 29 42.49 -0.140304969991188
"540" 29 54.6 1.42665001863448
"541" 29 50.42 -1.07779940763047
"542" 29 40.2 -1.64029607021405
"543" 29 50.97 -1.27869107283889
"544" 29 23 0.91772446677315
"545" 29 35.38 0.127550583620037
"546" 29 44.29 1.46682835167616
"547" 29 41.89 -0.394767745921852
"548" 29 52.86 0.355227804189578
"549" 29 45.74 0.770403912286976
"550" 29 42.89 1.17218724270381
"551" 29 41.18 -0.274232746796801
"552" 29 30.39 0.877546133731466
"553" 29 53.76 0.234692805064526
"554" 29 45.65 -0.742979965616444
"555" 30 38.93 0.91772446677315
"556" 30 49.44 -1.89475884614471
"557" 30 43.03 -1.02422829690823
"558" 30 48.99 -0.113519414630066
"559" 30 64.64 1.90879001513468
"560" 30 52.17 -0.247447191435678
"561" 30 56.17 0.770403912286976
"562" 30 40.49 -0.742979965616444
"563" 30 55.72 -0.876907742422056
"564" 30 45.73 -0.970657186185985
"565" 30 57.96 1.85521890441244
"566" 30 42.69 -0.260839969116239
"567" 30 44.5 1.22575835342606
"568" 30 57.67 1.9355755704958
"569" 30 46.95 -0.0331627485466983
"570" 30 48.4 1.76146946064851
"571" 31 61.35 2.1096816803431
"572" 31 42.11 -0.528695522727464
"573" 31 47.24 0.984688355175956
"574" 31 62.73 0.623083357800802
"575" 31 53.7 0.48915558099519
"576" 31 51.61 -0.0197699708661371
"577" 31 59.88 0.475762803314629
"578" 31 42.29 1.11861613198157
"579" 31 48.44 0.636476135481364
"580" 31 28.28 1.02486668821764
"581" 31 33.3 -0.113519414630066
"582" 31 54.71 2.14986001338478
"583" 31 65.09 1.68111279456514
"584" 31 50.07 1.46682835167616
"585" 31 46.23 1.80164779369019
"586" 31 69.53 1.46682835167616
"587" 31 42.83 1.46682835167616
"588" 31 45.59 0.422191692592384
"589" 31 53.91 0.475762803314629
"590" 31 46.81 -0.609052188810832
"591" 31 47.19 0.27487113810621
"592" 31 29.78 0.0873722505783528
"593" 32 47.43 0.261478360425649
"594" 32 54.6 0.154336138981159
"595" 32 46.82 0.341835026509016
"596" 32 43.87 -0.421553301282974
"597" 32 39.77 1.2123655757455
"598" 32 56.65 1.34629335255111
"599" 32 54.88 1.34629335255111
"600" 32 55.58 2.36414445627376
"601" 32 53.54 0.475762803314629
"602" 32 47.03 0.207907249703404
"603" 32 48.43 -0.100126636949505
"604" 32 57.62 -0.287625524477362
"605" 32 54.61 0.27487113810621
"606" 32 51.2 1.33290057487055
"607" 32 46.28 0.770403912286976
"608" 33 48.56 0.59629780243968
"609" 33 61.41 -0.274232746796801
"610" 33 48.18 -1.50636829340843
"611" 33 45.4 -0.582266633449709
"612" 33 46.43 -0.91708607546374
"613" 33 42.42 0.649868913161925
"614" 33 43.13 -0.274232746796801
"615" 33 45.04 0.154336138981159
"616" 33 50.79 1.09183057662045
"617" 33 40.94 0.542726691717435
"618" 33 39.68 0.0739794728977916
"619" 33 40.89 -0.59565941113027
"620" 33 56.92 0.515941136356312
"621" 33 46.66 0.154336138981159
"622" 33 62.13 0.770403912286976
"623" 33 32.96 -1.18494162907496
"624" 33 64.23 0.0338011398561079
"625" 33 51.18 -0.367982190560729
"626" 33 30.22 -0.234054413755117
"627" 33 45.72 -1.62690329253349
"628" 33 56.13 -0.890300520102618
"629" 33 39.2 0.341835026509016
"630" 33 69.96 0.194514472022843
"631" 33 40.29 -1.09119218531104
"632" 33 47.09 -0.408160523602413
"633" 33 36.36 -1.65368884789461
"634" 34 53.09 -1.38583329428338
"635" 34 60.93 0.515941136356312
"636" 34 36.74 -0.582266633449709
"637" 34 53.17 0.475762803314629
"638" 34 55.87 0.221300027383965
"639" 34 42.1 -0.247447191435678
"640" 34 35.48 -0.876907742422056
"641" 34 51.42 0.3820133595507
"642" 34 42.94 1.90879001513468
"643" 34 40.95 -0.649230521852515
"644" 34 42.25 1.25254390878718
"645" 34 37.05 0.59629780243968
"646" 34 51.34 1.41325724095392
"647" 34 40.63 1.23915113110662
"648" 34 56.11 -0.193876080713433
"649" 34 38.38 2.45789390003769
"650" 34 42.16 1.89539723745412
"651" 34 50.08 0.422191692592384
"652" 34 55.57 -0.274232746796801
"653" 34 37.14 0.864153356050905
"654" 34 48.86 0.3820133595507
"655" 34 40.8 1.25254390878718
"656" 34 50.39 1.98914668121805
"657" 34 33.39 0.140943361300598
"658" 35 54.16 0.435584470272945
"659" 35 71.24 0.957902799814833
"660" 35 44.45 1.6945055722457
"661" 35 69.88 1.61414890616233
"662" 35 40.11 0.529333914036874
"663" 35 51.02 -0.38137496824129
"664" 35 30.98 -1.50636829340843
"665" 35 72.24 1.74807668296795
"666" 35 64.95 1.44004279631504
"667" 35 57.94 1.35968613023167
"668" 35 51.11 0.448977247953506
"669" 35 47.75 0.0605866952172304
"670" 35 56.79 -0.609052188810832
"671" 35 61.87 0.904331689092588
"672" 35 56.46 0.301656693467333
"673" 35 60.73 0.850760578370343
"674" 35 58.01 1.37307890791223
"675" 36 59.28 1.14540168734269
"676" 36 58.58 0.823975023009221
"677" 36 58.9 2.05611056962085
"678" 36 52.69 0.435584470272945
"679" 36 76.17 0.59629780243968
"680" 36 57.19 0.70344002388417
"681" 36 48.41 0.59629780243968
"682" 36 41.89 0.355227804189578
"683" 36 50.8 -0.957264408505424
"684" 36 53.61 1.25254390878718
"685" 36 42.9 0.904331689092588
"686" 36 42.45 0.0338011398561079
"687" 37 30.35 -1.7608310693391
"688" 37 42.99 -0.327803857519046
"689" 37 63.21 0.395406137231261
"690" 37 56.56 0.663261690842486
"691" 37 54.17 0.248085582745088
"692" 37 44.47 -0.501909967366342
"693" 37 33.19 -0.649230521852515
"694" 37 42.14 0.582905024759119
"695" 37 41.91 -1.19833440675553
"696" 37 42.02 -1.64029607021405
"697" 37 52.83 -2.14922162207537
"698" 37 49.6 -0.984049963866546
"699" 37 44.37 -1.64029607021405
"700" 37 53.14 0.971295577495395
"701" 37 39.47 -1.27869107283889
"702" 37 45.52 -2.09565051135313
"703" 37 49.79 -0.823336631699811
"704" 37 39.66 0.663261690842486
"705" 37 46.24 -0.234054413755117
"706" 37 62.17 1.09183057662045
"707" 37 49.7 0.730225579245292
"708" 37 49.25 -1.29208385051945
"709" 37 45.03 -0.783158298658128
"710" 37 59.1 -1.11797774067216
"711" 37 25.86 -1.19833440675553
"712" 37 42.98 -0.234054413755117
"713" 37 46.3 -0.863514964741495
"714" 37 51.18 -1.01083551922767
"715" 37 34.29 -0.957264408505424
"716" 37 52.13 0.288263915786771
"717" 37 36.66 -1.03762107458879
"718" 37 48.32 -1.65368884789461
"719" 38 49.9 -0.073341081588382
"720" 38 49.49 1.29272224182886
"721" 38 42.31 0.194514472022843
"722" 38 56.69 -0.247447191435678
"723" 38 36.17 -0.0197699708661371
"724" 38 60.91 1.46682835167616
"725" 38 55.56 0.408798914911823
"726" 38 49.56 -0.180483303032872
"727" 38 38.58 -0.434946078963535
"728" 38 70.51 1.53379224007897
"729" 38 57.09 0.48915558099519
"730" 38 55.89 0.3820133595507
"731" 38 51.39 0.783796689967537
"732" 38 53.39 0.181121694342282
"733" 38 55.84 0.770403912286976
"734" 38 47.93 0.998081132856517
"735" 39 62.49 -1.39922607196394
"736" 39 40.71 -1.02422829690823
"737" 39 45 -0.903693297783179
"738" 39 51.98 -0.729587187935883
"739" 39 47.92 -0.38137496824129
"740" 39 33.51 -1.42601162732507
"741" 39 36.24 0.27487113810621
"742" 39 46.31 -0.649230521852515
"743" 39 45.34 -1.97511551222808
"744" 39 37.03 -0.984049963866546
"745" 39 44.82 -0.70280163257476
"746" 39 59.26 -0.756372743297005
"747" 39 66.58 -0.823336631699811
"748" 39 34.61 -0.542088300408025
"749" 39 44.79 -1.54654662645012
"750" 39 38.2 -0.220661636074556
"751" 39 52.56 -0.0599483039078208
"752" 39 41.62 -0.421553301282974
"753" 39 44.18 0.944510022134272
"754" 39 52.65 -0.622444966491393
"755" 39 32.13 -1.61351051485292
"756" 39 51.08 0.757011134606415
